Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
ESPR,"Esperion Therapeutics, Inc.",50.03,1341354430.06,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr,
ESQ,"Esquire Financial Holdings, Inc.",25.46,189568107.58,n/a,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq,
ESSA,"ESSA Bancorp, Inc.",16.19,190889749.24,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa,
EPIX,ESSA Pharma Inc.,3.2,20195513.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix,
ESND,Essendant Inc.,12.7,478051266.4,n/a,n/a,Consumer Services,Paper,https://www.nasdaq.com/symbol/esnd,
ESTA,Establishment Labs Holdings Inc.,27,552726180,n/a,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta,
ESTR,"Estre Ambiental, Inc.",3.87,198092652.84,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr,
ESTRW,"Estre Ambiental, Inc.",0.1627,0,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw,
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.1,405060000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,31.9,484880000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse,
VIDI,ETF Series Solutions Trust Vident International Equity Fund,23.79,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi,
ETON,"Eton Pharmaceutcials, Inc.",6.25,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton,
ETSY,"Etsy, Inc.",47.35,5703783036.05,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy,
CLWT,Euro Tech Holdings Company Limited,3.795,7824944.655,n/a,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt,
EDRY,EuroDry Ltd.,11.25,25358962.5,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry,
EEFT,"Euronet Worldwide, Inc.",108.71,5605123583.01,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft,
ESEA,Euroseas Ltd.,1.77,19955203.02,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea,
EVLO,"Evelo Biosciences, Inc.",7.74,245679999.48,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo,
EVBG,"Everbridge, Inc.",48.87,1436083899.39,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg,
EVK,"Ever-Glory International Group, Inc.",4,59192792,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk,
EVER,"EverQuote, Inc.",6.73,167838716.24,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever,
MRAM,"Everspin Technologies, Inc.",7.71,130330703.52,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram,
EVLV,EVINE Live Inc.,1.15,76292270.75,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv,
EVOP,"EVO Payments, Inc.",25.88,2099787749.32,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/evop,
EVFM,"Evofem Biosciences, Inc.",3.39,87689970.72,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm,
EVGN,Evogene Ltd.,2.73,70309230.81,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn,
EVOK,"Evoke Pharma, Inc.",2.74,46302339.36,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok,
EOLS,"Evolus, Inc.",14.62,398760368.42,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols,
EVOL,"Evolving Systems, Inc.",1.57,19023711.98,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol,
EXAS,Exact Sciences Corporation,69.41,8530518846.3,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas,
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,40.65,16260000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag,
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,36.25,166750000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo,
XELA,"Exela Technologies, Inc.",4.72,713294523.12,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela,
EXEL,"Exelixis, Inc.",16.65,4978069197.75,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel,
EXFO,EXFO Inc,3.7,87269824.3,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo,
EXLS,"ExlService Holdings, Inc.",58.05,1988601144.75,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls,
EXPI,"eXp World Holdings, Inc.",12.17,699471017.74,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi,
EXPE,"Expedia Group, Inc.",122.38,18231490988.16,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe,
EXPD,"Expeditors International of Washington, Inc.",71.43,12328109128.68,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd,
EXPO,"Exponent, Inc.",52.65,2738439750.15,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo,
ESRX,Express Scripts Holding Company,96.88,54626756800,n/a,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx,
STAY,"Extended Stay America, Inc.",18.06,3400475139.6,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay,
XOG,"Extraction Oil & Gas, Inc.",7.06,1243889482.72,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog,
EXTR,"Extreme Networks, Inc.",6.28,743159368.12,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr,
EYEG,"Eyegate Pharmaceuticals, Inc.",0.42,18244434.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg,
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.06,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw,
EYEN,"Eyenovia, Inc.",2.64,26396425.44,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen,
EYPT,"EyePoint Pharmaceuticals, Inc.",2.03,192557081.15,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt,
EZPW,"EZCORP, Inc.",9.12,496715483.04,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw,
FFIV,"F5 Networks, Inc.",176.79,10645409850,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv,
FB,"Facebook, Inc.",142.16,408537646921.92,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb,
FLMN,Falcon Minerals Corporation,8.06,691991300,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn,
FLMNW,Falcon Minerals Corporation,1.5,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw,
DAVE,"Famous Dave&#39;s of America, Inc.",4.7101,42822938.6326,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave,
FANH,Fanhua Inc.,27.26,960889402.86,35249061,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh,
FARM,Farmer Brothers Company,24.47,415444343.47,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm,
FMAO,"Farmers & Merchants Bancorp, Inc.",41.18,381487813.8,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao,
FMNB,Farmers National Banc Corp.,13.44,371493978.24,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb,
FAMI,"FARMMI, INC.",5.22,60969600,n/a,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami,
FARO,"FARO Technologies, Inc.",44.83,773449882.99,n/a,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro,
FAST,Fastenal Company,54.71,15704867570.78,n/a,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast,
FAT,FAT Brands Inc.,6.4,72592204.8,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat,
FATE,"Fate Therapeutics, Inc.",13.08,843906074.04,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate,
FBSS,"Fauquier Bankshares, Inc.",21.37,80646875.32,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss,
FSAC,Federal Street Acquisition Corp.,10,150644210,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsac,
FSACU,Federal Street Acquisition Corp.,10.82,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacu,
FSACW,Federal Street Acquisition Corp.,0.97,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacw,
FNHC,FedNat Holding Company,23.24,295890378.56,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc,
FENC,Fennec Pharmaceuticals Inc.,6.74,128762065.36,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc,
GSM,Ferroglobe PLC,6.64,1141925493.84,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm,
FFBW,"FFBW, Inc.",10.9,72076250,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw,
FCSC,Fibrocell Science Inc.,1.99,18536814.18,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc,
FGEN,"FibroGen, Inc",40.67,3456057537.52,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen,
FDBC,"Fidelity D & D Bancorp, Inc.",60.92,228572144.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,282.75,1501374225,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq,
LION,Fidelity Southern Corporation,23.92,652302418.56,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lion,
FDUS,Fidus Investment Corporation,13.85,338814198.15,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/fdus,
FDUSL,Fidus Investment Corporation,25.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl,
FRGI,"Fiesta Restaurant Group, Inc.",18.98,517334861.16,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi,
FITB,Fifth Third Bancorp,27.69,18153996490.11,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb,
FITBI,Fifth Third Bancorp,27.23,490140000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi,
FISI,"Financial Institutions, Inc.",29.48,469467791.32,n/a,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi,
FNSR,Finisar Corporation,21.92,2573087244.64,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr,
FNJN,"Finjan Holdings, Inc.",3.45,93992352,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn,
FEYE,"FireEye, Inc.",18.97,3737374284.42,n/a,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye,
FBNC,First Bancorp,38.85,1153958131.2,n/a,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc,
FNLC,"First Bancorp, Inc (ME)",28.75,312077282.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc,
FRBA,First Bank,11.72,218746017.92,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/frba,
BUSE,First Busey Corporation,27.96,1365755353.68,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse,
FBIZ,"First Business Financial Services, Inc.",20.24,177304484.72,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz,
FCAP,"First Capital, Inc.",40.28,135185480.32,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap,
FCBP,First Choice Bancorp,23.16,166896286.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp,
FCNCA,"First Citizens BancShares, Inc.",439.23,5187484188.15,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca,
FCBC,"First Community Bankshares, Inc.",34.48,571497655.84,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc,
FCCO,First Community Corporation,23.35,177577987.55,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco,
FDEF,First Defiance Financial Corp.,27.65,564086682.25,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef,
FFBC,First Financial Bancorp.,26.66,2610219308.66,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc,
FFBCW,First Financial Bancorp.,15.965,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbcw,
FFIN,"First Financial Bankshares, Inc.",63.99,4330181415.42,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin,
THFF,First Financial Corporation Indiana,47.2,578438124,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/thff,
FFNW,"First Financial Northwest, Inc.",15.59,170157928.04,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw,
FFWM,First Foundation Inc.,16.27,723105848.67,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm,
FGBI,"First Guaranty Bancshares, Inc.",23.08,203269599,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fgbi,
FHB,"First Hawaiian, Inc.",25.43,3429853499.86,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fhb,
INBK,First Internet Bancorp,25.35,258105461.25,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbk,
INBKL,First Internet Bancorp,25.74,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbkl,
FIBK,"First Interstate BancSystem, Inc.",43.11,2612877657.39,n/a,2010,Finance,Major Banks,https://www.nasdaq.com/symbol/fibk,
FRME,First Merchants Corporation,41.21,2031840175.82,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frme,
FMBH,"First Mid-Illinois Bancshares, Inc.",36.84,563288978.64,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbh,
FMBI,"First Midwest Bancorp, Inc.",23.01,2447869010.34,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbi,
FNWB,First Northwest Bancorp,15.52,178253687.36,n/a,2015,Finance,Banks,https://www.nasdaq.com/symbol/fnwb,
FSFG,"First Savings Financial Group, Inc.",62.88,144122280.48,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsfg,
FSLR,"First Solar, Inc.",42.45,4449395773.65,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr,
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.8387,16103273.6774,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faar,
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.2136,32445696.4272,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpa,
BICK,First Trust BICK Index Fund,24.7431,163304509.4862,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bick,
FBZ,First Trust Brazil AlphaDEX Fund,13.185,123939026.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fbz,
FTHI,First Trust BuyWrite Income ETF,22.0913,61285706.5513,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fthi,
FCAL,First Trust California Municipal High income ETF,49.37,19748098.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcal,
FCAN,First Trust Canada AlphaDEX Fund,21.7732,9797983.5464,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcan,
FTCS,First Trust Capital Strength ETF,52.54,1305619105.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftcs,
FCEF,First Trust CEF Income Opportunity ETF,20.68,42497400,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcef,
FCA,First Trust China AlphaDEX Fund,24.66,8631049.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fca,
SKYY,First Trust Cloud Computing ETF,51.37,1795381602.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skyy,
RNDM,First Trust Developed International Equity Select ETF,47.4625,23731344.925,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndm,
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,52.35,1060192200,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdt,
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,35.955,10786571.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdts,
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,25.0489,632484775.0978,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fvc,
FV,First Trust Dorsey Wright Focus 5 ETF,26.91,2384226053.82,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fv,
IFV,First Trust Dorsey Wright International Focus 5 ETF,18.1,618115036.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifv,
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,23.43,35145046.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddiv,
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,19.42,13594038.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvol,
DVLU,First Trust Dorsey Wright Momentum & Value ETF,17.9,12530035.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvlu,
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,28.5559,38550522.1118,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwpp,
DALI,First Trust DorseyWright DALI 1 ETF,18.36,46818036.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dali,
FDNI,First Trust Dow Jones International Internet ETF,18.7725,1877287.545,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdni,
FEM,First Trust Emerging Markets AlphaDEX Fund,23.3,449690046.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fem,
RNEM,First Trust Emerging Markets Equity Select ETF,47.65,4765095.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnem,
FEMB,First Trust Emerging Markets Local Currency Bond ETF,36.0699,55908417.1398,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/femb,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,33.88,169400067.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fems,
FTSM,First Trust Enhanced Short Maturity ETF,60.03,3247606431.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsm,
FEP,First Trust Europe AlphaDEX Fund,33.73,733627567.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fep,
FEUZ,First Trust Eurozone AlphaDEX ETF,36.97,68394573.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feuz,
FGM,First Trust Germany AlphaDEX Fund,41.2374,171135292.4748,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fgm,
FTGC,First Trust Global Tactical Commodity Strategy Fund,18.87,204802412.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftgc,
FTLB,First Trust Hedged BuyWrite Income ETF,21.9,10950043.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftlb,
HYLS,First Trust High Yield Long/Short ETF,46.97,1294023593.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyls,
FHK,First Trust Hong Kong AlphaDEX Fund,34.1,3410068.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhk,
NFTY,First Trust India Nifty 50 Equal Weight ETF,33.4447,3344536.8894,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nfty,
FTAG,First Trust Indxx Global Agriculture ETF,24.13,4582962.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftag,
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.925,8347523.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftri,
LEGR,First Trust Indxx Innovative Transaction & Process ETF,27.52,46784055.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/legr,
FPXI,First Trust International IPO ETF,31.42,23565062.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxi,
FPXE,First Trust IPOX Europe Equity Opportunities ETF,18,1800036,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxe,
FJP,First Trust Japan AlphaDEX Fund,51.2399,163967782.4798,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fjp,
FEX,First Trust Large Cap Core AlphaDEX Fund,57.56,1404464115.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fex,
FTC,First Trust Large Cap Growth AlphaDEX Fund,62.32,953496124.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftc,
RNLC,First Trust Large Cap US Equity Select ETF,21.44,19296042.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnlc,
FTA,First Trust Large Cap Value AlphaDEX Fund,51.8168,1142560543.6336,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta,
FLN,First Trust Latin America AlphaDEX Fund,18.1,17195036.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fln,
LMBS,First Trust Low Duration Opportunities ETF,50.89,1786239101.78,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lmbs,
FMB,First Trust Managed Municipal ETF,51.88,469514103.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmb,
FMK,First Trust Mega Cap AlphaDEX Fund,35.04,17520070.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmk,
FNX,First Trust Mid Cap Core AlphaDEX Fund,64.64,833856129.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnx,
FNY,First Trust Mid Cap Growth AlphaDEX Fund,40.07,228399080.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fny,
RNMC,First Trust Mid Cap US Equity Select ETF,20.8201,12492101.6402,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnmc,
FNK,First Trust Mid Cap Value AlphaDEX Fund,34.9673,54199384.9346,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnk,
FAD,First Trust Multi Cap Growth AlphaDEX Fund,67.3799,192032849.7598,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fad,
FAB,First Trust Multi Cap Value AlphaDEX Fund,54.309,86894508.618,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fab,
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.01,647459536.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mdiv,
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.179,12884284.358,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcef,
FMHI,First Trust Municipal High Income ETF,49.81,32376599.62,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmhi,
QABA,First Trust NASDAQ ABA Community Bank Index Fund,49.54,319533099.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qaba,
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,28.11,30921056.22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robt,
FTXO,First Trust Nasdaq Bank ETF,26.76,228798053.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxo,
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,18.72,87048037.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qcln,
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,42.2167,29551774.4334,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grid,
CIBR,First Trust NASDAQ Cybersecurity ETF,25.1,731665050.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cibr,
FTXG,First Trust Nasdaq Food & Beverage ETF,20.07,1003540.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxg,
CARZ,First Trust NASDAQ Global Auto Index Fund,33.4082,16704166.8164,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/carz,
FTXN,First Trust Nasdaq Oil & Gas ETF,20.0413,24049600.0826,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxn,
FTXH,First Trust Nasdaq Pharmaceuticals ETF,21.7,4340043.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxh,
FTXD,First Trust Nasdaq Retail ETF,24.3548,6088748.7096,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxd,
FTXL,First Trust Nasdaq Semiconductor ETF,27.1553,20366529.3106,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxl,
FONE,First Trust NASDAQ Smartphone Index Fund,45.362,13608690.724,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fone,
TDIV,First Trust NASDAQ Technology Dividend Index Fund,35.22,891242100,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdiv,
FTXR,First Trust Nasdaq Transportation ETF,24.2555,2425598.511,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxr,
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,58.37,507819116.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqew,
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,49.27,83759098.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqxt,
QTEC,First Trust NASDAQ-100- Technology Index Fund,71.2,2196520142.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qtec,
AIRR,First Trust RBA American Industrial Renaissance ETF,24.93,168277549.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/airr,
RDVY,First Trust Rising Dividend Achievers ETF,29.72,689504059.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rdvy,
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,51.3756,43669362.7512,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfap,
